GeoFips,GeoName,LineCode,Description,2019
49000,Utah,1800,      Accommodation and food services,137854
49000,Utah,1801,        Accommodation,25146
49000,Utah,1802,        Food services and drinking places,112708
49000,Utah,1900,      Other services (except government and government enterprises),108766
49000,Utah,1901,        Repair and maintenance,26323
49000,Utah,1902,        Personal and laundry services,41632
49000,Utah,1903,"        Religious, grantmaking, civic, professional, and similar organizations",30701
49000,Utah,1904,        Private households,10110
49000,Utah,2000,    Government and government enterprises,265374
49000,Utah,2001,      Federal civilian,37303
49000,Utah,2002,      Military,16661
49000,Utah,2010,      State and local,211410
49000,Utah,2011,        State government,81984
49000,Utah,2012,        Local government,129426
50000,Vermont,,Employment by place of work,
50000,Vermont,10,Total employment (number of jobs),441120
50000,Vermont,,By type,
50000,Vermont,20,  Wage and salary employment,329628
50000,Vermont,40,  Proprietors employment,111492
50000,Vermont,50,    Farm proprietors employment,6439
50000,Vermont,60,    Nonfarm proprietors employment 2/,105053
50000,Vermont,,By industry,
50000,Vermont,70,  Farm employment,9316
50000,Vermont,80,  Nonfarm employment,431804
50000,Vermont,90,    Private nonfarm employment,373742
50000,Vermont,100,"      Forestry, fishing, and related activities",3475
50000,Vermont,101,        Forestry and logging,1351
50000,Vermont,102,"        Fishing, hunting and trapping",76
50000,Vermont,103,        Support activities for agriculture and forestry,2048
50000,Vermont,200,"      Mining, quarrying, and oil and gas extraction",1078
50000,Vermont,201,        Oil and gas extraction,228
50000,Vermont,202,        Mining (except oil and gas),(D)
50000,Vermont,203,        Support activities for mining,(D)
50000,Vermont,300,      Utilities,1410
50000,Vermont,400,      Construction,28917
50000,Vermont,401,        Construction of buildings,7659
50000,Vermont,402,        Heavy and civil engineering construction,1937
50000,Vermont,403,        Specialty trade contractors,19321
50000,Vermont,500,      Manufacturing,33960
50000,Vermont,510,        Durable goods manufacturing,20701
50000,Vermont,511,          Wood product manufacturing,1907
50000,Vermont,512,          Nonmetallic mineral product manufacturing,1919
50000,Vermont,513,          Primary metal manufacturing,(D)
50000,Vermont,514,          Fabricated metal product manufacturing,2063
50000,Vermont,515,          Machinery manufacturing,2886
50000,Vermont,516,          Computer and electronic product manufacturing,4775
50000,Vermont,517,"          Electrical equipment, appliance, and component manufacturing",1179
50000,Vermont,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
50000,Vermont,519,          Other transportation equipment manufacturing,1543
50000,Vermont,521,          Furniture and related product manufacturing,1480
50000,Vermont,522,          Miscellaneous manufacturing,2267
50000,Vermont,530,        Nondurable goods manufacturing,13259
50000,Vermont,531,          Food manufacturing,6360
50000,Vermont,532,          Beverage and tobacco product manufacturing,1217
50000,Vermont,533,          Textile mills,192
50000,Vermont,534,          Textile product mills,(D)
50000,Vermont,535,          Apparel manufacturing,545
50000,Vermont,536,          Leather and allied product manufacturing,(D)
50000,Vermont,537,          Paper manufacturing,684
50000,Vermont,538,          Printing and related support activities,1178
50000,Vermont,539,          Petroleum and coal products manufacturing,66
50000,Vermont,541,          Chemical manufacturing,1530
50000,Vermont,542,          Plastics and rubber products manufacturing,1263
50000,Vermont,600,      Wholesale trade,10441
50000,Vermont,700,      Retail trade,45752
50000,Vermont,701,        Motor vehicle and parts dealers,5780
50000,Vermont,702,        Furniture and home furnishings stores,1077
50000,Vermont,703,        Electronics and appliance stores,644
50000,Vermont,704,        Building material and garden equipment and supplies dealers,3751
50000,Vermont,705,        Food and beverage stores,10307
50000,Vermont,706,        Health and personal care stores,2109
50000,Vermont,707,        Gasoline stations,3891
50000,Vermont,708,        Clothing and clothing accessories stores,2302
50000,Vermont,709,"        Sporting goods, hobby, musical instrument, and book stores",2317
50000,Vermont,711,        General merchandise stores,3257
50000,Vermont,712,        Miscellaneous store retailers,4492
50000,Vermont,713,        Nonstore retailers,5825
50000,Vermont,800,      Transportation and warehousing,9771
50000,Vermont,801,        Air transportation,140
50000,Vermont,802,        Rail transportation,164
50000,Vermont,803,        Water transportation,(D)
50000,Vermont,804,        Truck transportation,3019
50000,Vermont,805,        Transit and ground passenger transportation,2352
50000,Vermont,806,        Pipeline transportation,(D)
50000,Vermont,807,        Scenic and sightseeing transportation,(D)
50000,Vermont,808,        Support activities for transportation,632
50000,Vermont,809,        Couriers and messengers,1716
50000,Vermont,811,        Warehousing and storage,1551
50000,Vermont,900,      Information,5962
50000,Vermont,901,        Publishing industries (except Internet),2472
50000,Vermont,902,        Motion picture and sound recording industries,576
50000,Vermont,903,        Broadcasting (except Internet),751
50000,Vermont,904,        Internet publishing and broadcasting 3/,(NA)
50000,Vermont,905,        Telecommunications,1110
50000,Vermont,906,"        Data processing, hosting, and related services",532
50000,Vermont,907,        Other information services 3/,521
50000,Vermont,1000,      Finance and insurance,14616
50000,Vermont,1001,        Monetary Authorities-central bank,0
50000,Vermont,1002,        Credit intermediation and related activities,4476
50000,Vermont,1003,"        Securities, commodity contracts, and other financial investments and related activities",3961
50000,Vermont,1004,        Insurance carriers and related activities,5659
50000,Vermont,1005,"        Funds, trusts, and other financial vehicles",520
50000,Vermont,1100,      Real estate and rental and leasing,16835
50000,Vermont,1101,        Real estate,15485
50000,Vermont,1102,        Rental and leasing services,1321
50000,Vermont,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),29
50000,Vermont,1200,"      Professional, scientific, and technical services",28701
50000,Vermont,1300,      Management of companies and enterprises,2351
50000,Vermont,1400,      Administrative and support and waste management and remediation services,19517
50000,Vermont,1401,        Administrative and support services,18226
50000,Vermont,1402,        Waste management and remediation services,1291
50000,Vermont,1500,      Educational services,18944
50000,Vermont,1600,      Health care and social assistance,59911
50000,Vermont,1601,        Ambulatory health care services,21631
50000,Vermont,1602,        Hospitals,14670
50000,Vermont,1603,        Nursing and residential care facilities,7584
50000,Vermont,1604,        Social assistance,16026
50000,Vermont,1700,"      Arts, entertainment, and recreation",12929
50000,Vermont,1701,"        Performing arts, spectator sports, and related industries",8459
50000,Vermont,1702,"        Museums, historical sites, and similar institutions",625
50000,Vermont,1703,"        Amusement, gambling, and recreation industries",3845
50000,Vermont,1800,      Accommodation and food services,36428
50000,Vermont,1801,        Accommodation,13608
50000,Vermont,1802,        Food services and drinking places,22820
50000,Vermont,1900,      Other services (except government and government enterprises),22744
50000,Vermont,1901,        Repair and maintenance,5956
50000,Vermont,1902,        Personal and laundry services,7018
50000,Vermont,1903,"        Religious, grantmaking, civic, professional, and similar organizations",6101
50000,Vermont,1904,        Private households,3669
50000,Vermont,2000,    Government and government enterprises,58062
50000,Vermont,2001,      Federal civilian,7158
50000,Vermont,2002,      Military,3953
50000,Vermont,2010,      State and local,46951
50000,Vermont,2011,        State government,16804
50000,Vermont,2012,        Local government,30147
51000,Virginia,,Employment by place of work,
51000,Virginia,10,Total employment (number of jobs),5407314
51000,Virginia,,By type,
51000,Virginia,20,  Wage and salary employment,4257748
51000,Virginia,40,  Proprietors employment,1149566
51000,Virginia,50,    Farm proprietors employment,37358
51000,Virginia,60,    Nonfarm proprietors employment 2/,1112208
51000,Virginia,,By industry,
51000,Virginia,70,  Farm employment,50786
51000,Virginia,80,  Nonfarm employment,5356528
51000,Virginia,90,    Private nonfarm employment,4463632
51000,Virginia,100,"      Forestry, fishing, and related activities",14093
51000,Virginia,101,        Forestry and logging,3849
51000,Virginia,102,"        Fishing, hunting and trapping",2154
51000,Virginia,103,        Support activities for agriculture and forestry,8090
51000,Virginia,200,"      Mining, quarrying, and oil and gas extraction",9820
51000,Virginia,201,        Oil and gas extraction,2954
51000,Virginia,202,        Mining (except oil and gas),5779
51000,Virginia,203,        Support activities for mining,1087
51000,Virginia,300,      Utilities,11271
51000,Virginia,400,      Construction,299266
51000,Virginia,401,        Construction of buildings,65382
51000,Virginia,402,        Heavy and civil engineering construction,34250
51000,Virginia,403,        Specialty trade contractors,199634
51000,Virginia,500,      Manufacturing,257928
51000,Virginia,510,        Durable goods manufacturing,151344
51000,Virginia,511,          Wood product manufacturing,14777
51000,Virginia,512,          Nonmetallic mineral product manufacturing,9431
51000,Virginia,513,          Primary metal manufacturing,4025
51000,Virginia,514,          Fabricated metal product manufacturing,18761
51000,Virginia,515,          Machinery manufacturing,14931
51000,Virginia,516,          Computer and electronic product manufacturing,13568
51000,Virginia,517,"          Electrical equipment, appliance, and component manufacturing",8545
51000,Virginia,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
51000,Virginia,519,          Other transportation equipment manufacturing,(D)
51000,Virginia,521,          Furniture and related product manufacturing,10141
51000,Virginia,522,          Miscellaneous manufacturing,10839
51000,Virginia,530,        Nondurable goods manufacturing,106584
51000,Virginia,531,          Food manufacturing,33438
51000,Virginia,532,          Beverage and tobacco product manufacturing,11399
51000,Virginia,533,          Textile mills,3513
51000,Virginia,534,          Textile product mills,3240
51000,Virginia,535,          Apparel manufacturing,1895
51000,Virginia,536,          Leather and allied product manufacturing,447
51000,Virginia,537,          Paper manufacturing,8377
51000,Virginia,538,          Printing and related support activities,10987
51000,Virginia,539,          Petroleum and coal products manufacturing,1157
51000,Virginia,541,          Chemical manufacturing,16283
51000,Virginia,542,          Plastics and rubber products manufacturing,15848
51000,Virginia,600,      Wholesale trade,122178
51000,Virginia,700,      Retail trade,491290
51000,Virginia,701,        Motor vehicle and parts dealers,60396
51000,Virginia,702,        Furniture and home furnishings stores,14586
51000,Virginia,703,        Electronics and appliance stores,12404
51000,Virginia,704,        Building material and garden equipment and supplies dealers,33744
51000,Virginia,705,        Food and beverage stores,82678
51000,Virginia,706,        Health and personal care stores,29163
51000,Virginia,707,        Gasoline stations,29224
51000,Virginia,708,        Clothing and clothing accessories stores,35644
51000,Virginia,709,"        Sporting goods, hobby, musical instrument, and book stores",18129
51000,Virginia,711,        General merchandise stores,84925
51000,Virginia,712,        Miscellaneous store retailers,38415
51000,Virginia,713,        Nonstore retailers,51982
51000,Virginia,800,      Transportation and warehousing,222982
51000,Virginia,801,        Air transportation,14701
51000,Virginia,802,        Rail transportation,(D)
51000,Virginia,803,        Water transportation,1487
51000,Virginia,804,        Truck transportation,46561
51000,Virginia,805,        Transit and ground passenger transportation,68775
51000,Virginia,806,        Pipeline transportation,433
51000,Virginia,807,        Scenic and sightseeing transportation,764
51000,Virginia,808,        Support activities for transportation,21163
51000,Virginia,809,        Couriers and messengers,(D)
51000,Virginia,811,        Warehousing and storage,29578
51000,Virginia,900,      Information,84528
51000,Virginia,901,        Publishing industries (except Internet),19097
51000,Virginia,902,        Motion picture and sound recording industries,7920
51000,Virginia,903,        Broadcasting (except Internet),9222
51000,Virginia,904,        Internet publishing and broadcasting 3/,(NA)
51000,Virginia,905,        Telecommunications,26256
51000,Virginia,906,"        Data processing, hosting, and related services",16103
51000,Virginia,907,        Other information services 3/,5930
51000,Virginia,1000,      Finance and insurance,239370
51000,Virginia,1001,        Monetary Authorities-central bank,(D)
51000,Virginia,1002,        Credit intermediation and related activities,79604
51000,Virginia,1003,"        Securities, commodity contracts, and other financial investments and related activities",65955
51000,Virginia,1004,        Insurance carriers and related activities,82571
51000,Virginia,1005,"        Funds, trusts, and other financial vehicles",(D)
51000,Virginia,1100,      Real estate and rental and leasing,246994
51000,Virginia,1101,        Real estate,230821
51000,Virginia,1102,        Rental and leasing services,15734
51000,Virginia,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),439
51000,Virginia,1200,"      Professional, scientific, and technical services",587144
51000,Virginia,1300,      Management of companies and enterprises,86506
51000,Virginia,1400,      Administrative and support and waste management and remediation services,327593
51000,Virginia,1401,        Administrative and support services,317540
51000,Virginia,1402,        Waste management and remediation services,10053
51000,Virginia,1500,      Educational services,113041
51000,Virginia,1600,      Health care and social assistance,521113
51000,Virginia,1601,        Ambulatory health care services,226764
51000,Virginia,1602,        Hospitals,106437
51000,Virginia,1603,        Nursing and residential care facilities,82808
51000,Virginia,1604,        Social assistance,105104
51000,Virginia,1700,"      Arts, entertainment, and recreation",119358
51000,Virginia,1701,"        Performing arts, spectator sports, and related industries",61967
51000,Virginia,1702,"        Museums, historical sites, and similar institutions",5370
51000,Virginia,1703,"        Amusement, gambling, and recreation industries",52021
51000,Virginia,1800,      Accommodation and food services,381882
51000,Virginia,1801,        Accommodation,53690
51000,Virginia,1802,        Food services and drinking places,328192
51000,Virginia,1900,      Other services (except government and government enterprises),327275
51000,Virginia,1901,        Repair and maintenance,59153
51000,Virginia,1902,        Personal and laundry services,121233
51000,Virginia,1903,"        Religious, grantmaking, civic, professional, and similar organizations",109140
51000,Virginia,1904,        Private households,37749
51000,Virginia,2000,    Government and government enterprises,892896
51000,Virginia,2001,      Federal civilian,201455
51000,Virginia,2002,      Military,138183
51000,Virginia,2010,      State and local,553258
51000,Virginia,2011,        State government,166630
51000,Virginia,2012,        Local government,386628
53000,Washington,,Employment by place of work,
53000,Washington,10,Total employment (number of jobs),4647252
53000,Washington,,By type,
53000,Washington,20,  Wage and salary employment,3686545
53000,Washington,40,  Proprietors employment,960707
53000,Washington,50,    Farm proprietors employment,31298
53000,Washington,60,    Nonfarm proprietors employment 2/,929409
53000,Washington,,By industry,
53000,Washington,70,  Farm employment,85292
53000,Washington,80,  Nonfarm employment,4561960
53000,Washington,90,    Private nonfarm employment,3896840
53000,Washington,100,"      Forestry, fishing, and related activities",44799
53000,Washington,101,        Forestry and logging,6096
53000,Washington,102,"        Fishing, hunting and trapping",6109
53000,Washington,103,        Support activities for agriculture and forestry,32594
53000,Washington,200,"      Mining, quarrying, and oil and gas extraction",6114
53000,Washington,201,        Oil and gas extraction,(D)
53000,Washington,202,        Mining (except oil and gas),3238
53000,Washington,203,        Support activities for mining,(D)
53000,Washington,300,      Utilities,5635
53000,Washington,400,      Construction,280497
53000,Washington,401,        Construction of buildings,74100
53000,Washington,402,        Heavy and civil engineering construction,25032
53000,Washington,403,        Specialty trade contractors,181365
53000,Washington,500,      Manufacturing,313187
53000,Washington,510,        Durable goods manufacturing,218558
53000,Washington,511,          Wood product manufacturing,13900
53000,Washington,512,          Nonmetallic mineral product manufacturing,10807
53000,Washington,513,          Primary metal manufacturing,5492
53000,Washington,514,          Fabricated metal product manufacturing,23107
53000,Washington,515,          Machinery manufacturing,16763
53000,Washington,516,          Computer and electronic product manufacturing,20458
53000,Washington,517,"          Electrical equipment, appliance, and component manufacturing",5540
53000,Washington,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
53000,Washington,519,          Other transportation equipment manufacturing,(D)
53000,Washington,521,          Furniture and related product manufacturing,7465
53000,Washington,522,          Miscellaneous manufacturing,16031
53000,Washington,530,        Nondurable goods manufacturing,94629
53000,Washington,531,          Food manufacturing,41394
53000,Washington,532,          Beverage and tobacco product manufacturing,11944
53000,Washington,533,          Textile mills,604
53000,Washington,534,          Textile product mills,2376
53000,Washington,535,          Apparel manufacturing,2614
53000,Washington,536,          Leather and allied product manufacturing,643
53000,Washington,537,          Paper manufacturing,7837
53000,Washington,538,          Printing and related support activities,6868
53000,Washington,539,          Petroleum and coal products manufacturing,2900
53000,Washington,541,          Chemical manufacturing,8514
53000,Washington,542,          Plastics and rubber products manufacturing,8935
53000,Washington,600,      Wholesale trade,148231
53000,Washington,700,      Retail trade,469238
53000,Washington,701,        Motor vehicle and parts dealers,48114
53000,Washington,702,        Furniture and home furnishings stores,11340
53000,Washington,703,        Electronics and appliance stores,10997
53000,Washington,704,        Building material and garden equipment and supplies dealers,32898
53000,Washington,705,        Food and beverage stores,70370
53000,Washington,706,        Health and personal care stores,20682
53000,Washington,707,        Gasoline stations,14486
53000,Washington,708,        Clothing and clothing accessories stores,26904
53000,Washington,709,"        Sporting goods, hobby, musical instrument, and book stores",19626
53000,Washington,711,        General merchandise stores,71329
53000,Washington,712,        Miscellaneous store retailers,43919
53000,Washington,713,        Nonstore retailers,98573
53000,Washington,800,      Transportation and warehousing,195130
53000,Washington,801,        Air transportation,16530
53000,Washington,802,        Rail transportation,(D)
53000,Washington,803,        Water transportation,3894
53000,Washington,804,        Truck transportation,41066
53000,Washington,805,        Transit and ground passenger transportation,48625
53000,Washington,806,        Pipeline transportation,275
53000,Washington,807,        Scenic and sightseeing transportation,1267
53000,Washington,808,        Support activities for transportation,24013
53000,Washington,809,        Couriers and messengers,(D)
53000,Washington,811,        Warehousing and storage,16980
53000,Washington,900,      Information,157878
53000,Washington,901,        Publishing industries (except Internet),79661
53000,Washington,902,        Motion picture and sound recording industries,8305
53000,Washington,903,        Broadcasting (except Internet),4470
53000,Washington,904,        Internet publishing and broadcasting 3/,(NA)
53000,Washington,905,        Telecommunications,23114
53000,Washington,906,"        Data processing, hosting, and related services",15911
53000,Washington,907,        Other information services 3/,26417
53000,Washington,1000,      Finance and insurance,179260
53000,Washington,1001,        Monetary Authorities-central bank,(D)
53000,Washington,1002,        Credit intermediation and related activities,46758
53000,Washington,1003,"        Securities, commodity contracts, and other financial investments and related activities",60935
53000,Washington,1004,        Insurance carriers and related activities,62479
53000,Washington,1005,"        Funds, trusts, and other financial vehicles",(D)
53000,Washington,1100,      Real estate and rental and leasing,221419
53000,Washington,1101,        Real estate,205816
53000,Washington,1102,        Rental and leasing services,15204
53000,Washington,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),399
53000,Washington,1200,"      Professional, scientific, and technical services",348925
53000,Washington,1300,      Management of companies and enterprises,50499
53000,Washington,1400,      Administrative and support and waste management and remediation services,226252
53000,Washington,1401,        Administrative and support services,209117
53000,Washington,1402,        Waste management and remediation services,17135
53000,Washington,1500,      Educational services,82518
53000,Washington,1600,      Health care and social assistance,497030
53000,Washington,1601,        Ambulatory health care services,198864
53000,Washington,1602,        Hospitals,93697
53000,Washington,1603,        Nursing and residential care facilities,67365
53000,Washington,1604,        Social assistance,137104
53000,Washington,1700,"      Arts, entertainment, and recreation",114345
53000,Washington,1701,"        Performing arts, spectator sports, and related industries",65124
53000,Washington,1702,"        Museums, historical sites, and similar institutions",3644
53000,Washington,1703,"        Amusement, gambling, and recreation industries",45577
53000,Washington,1800,      Accommodation and food services,318579
53000,Washington,1801,        Accommodation,44959
53000,Washington,1802,        Food services and drinking places,273620
53000,Washington,1900,      Other services (except government and government enterprises),237304
53000,Washington,1901,        Repair and maintenance,45426
53000,Washington,1902,        Personal and laundry services,84801
53000,Washington,1903,"        Religious, grantmaking, civic, professional, and similar organizations",74493
53000,Washington,1904,        Private households,32584
53000,Washington,2000,    Government and government enterprises,665120
53000,Washington,2001,      Federal civilian,75860
53000,Washington,2002,      Military,75113
53000,Washington,2010,      State and local,514147
53000,Washington,2011,        State government,152058
53000,Washington,2012,        Local government,362089
54000,West Virginia,,Employment by place of work,
54000,West Virginia,10,Total employment (number of jobs),895190
54000,West Virginia,,By type,
54000,West Virginia,20,  Wage and salary employment,725804
54000,West Virginia,40,  Proprietors employment,169386
54000,West Virginia,50,    Farm proprietors employment,21109
54000,West Virginia,60,    Nonfarm proprietors employment 2/,148277
54000,West Virginia,,By industry,
54000,West Virginia,70,  Farm employment,22655
54000,West Virginia,80,  Nonfarm employment,872535
54000,West Virginia,90,    Private nonfarm employment,719028
54000,West Virginia,100,"      Forestry, fishing, and related activities",3191
54000,West Virginia,101,        Forestry and logging,1631
54000,West Virginia,102,"        Fishing, hunting and trapping",118
54000,West Virginia,103,        Support activities for agriculture and forestry,1442
54000,West Virginia,200,"      Mining, quarrying, and oil and gas extraction",28706
54000,West Virginia,201,        Oil and gas extraction,8255
54000,West Virginia,202,        Mining (except oil and gas),14668
54000,West Virginia,203,        Support activities for mining,5783
54000,West Virginia,300,      Utilities,5383
54000,West Virginia,400,      Construction,49004
54000,West Virginia,401,        Construction of buildings,11558
54000,West Virginia,402,        Heavy and civil engineering construction,12810
54000,West Virginia,403,        Specialty trade contractors,24636
54000,West Virginia,500,      Manufacturing,49611
54000,West Virginia,510,        Durable goods manufacturing,30003
54000,West Virginia,511,          Wood product manufacturing,5051
54000,West Virginia,512,          Nonmetallic mineral product manufacturing,3004
54000,West Virginia,513,          Primary metal manufacturing,4402
54000,West Virginia,514,          Fabricated metal product manufacturing,4790
54000,West Virginia,515,          Machinery manufacturing,2114
54000,West Virginia,516,          Computer and electronic product manufacturing,828
54000,West Virginia,517,"          Electrical equipment, appliance, and component manufacturing",(D)
54000,West Virginia,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
54000,West Virginia,519,          Other transportation equipment manufacturing,2450
54000,West Virginia,521,          Furniture and related product manufacturing,1486
54000,West Virginia,522,          Miscellaneous manufacturing,1461
54000,West Virginia,530,        Nondurable goods manufacturing,19608
54000,West Virginia,531,          Food manufacturing,3358
54000,West Virginia,532,          Beverage and tobacco product manufacturing,567
54000,West Virginia,533,          Textile mills,(D)
54000,West Virginia,534,          Textile product mills,(D)
54000,West Virginia,535,          Apparel manufacturing,176
54000,West Virginia,536,          Leather and allied product manufacturing,60
54000,West Virginia,537,          Paper manufacturing,460
54000,West Virginia,538,          Printing and related support activities,1330
54000,West Virginia,539,          Petroleum and coal products manufacturing,761
54000,West Virginia,541,          Chemical manufacturing,9159
54000,West Virginia,542,          Plastics and rubber products manufacturing,3550
54000,West Virginia,600,      Wholesale trade,22170
54000,West Virginia,700,      Retail trade,98583
54000,West Virginia,701,        Motor vehicle and parts dealers,13665
54000,West Virginia,702,        Furniture and home furnishings stores,1755
54000,West Virginia,703,        Electronics and appliance stores,1952
54000,West Virginia,704,        Building material and garden equipment and supplies dealers,8265
54000,West Virginia,705,        Food and beverage stores,12364
54000,West Virginia,706,        Health and personal care stores,7138
54000,West Virginia,707,        Gasoline stations,9691
54000,West Virginia,708,        Clothing and clothing accessories stores,4870
54000,West Virginia,709,"        Sporting goods, hobby, musical instrument, and book stores",3754
54000,West Virginia,711,        General merchandise stores,18719
54000,West Virginia,712,        Miscellaneous store retailers,7601
54000,West Virginia,713,        Nonstore retailers,8809
54000,West Virginia,800,      Transportation and warehousing,27882
54000,West Virginia,801,        Air transportation,156
54000,West Virginia,802,        Rail transportation,1878
54000,West Virginia,803,        Water transportation,364
54000,West Virginia,804,        Truck transportation,10679
54000,West Virginia,805,        Transit and ground passenger transportation,2320
54000,West Virginia,806,        Pipeline transportation,923
54000,West Virginia,807,        Scenic and sightseeing transportation,109
54000,West Virginia,808,        Support activities for transportation,2517
54000,West Virginia,809,        Couriers and messengers,3961
54000,West Virginia,811,        Warehousing and storage,4975
54000,West Virginia,900,      Information,9951
54000,West Virginia,901,        Publishing industries (except Internet),2990
54000,West Virginia,902,        Motion picture and sound recording industries,713
54000,West Virginia,903,        Broadcasting (except Internet),1508
54000,West Virginia,904,        Internet publishing and broadcasting 3/,(NA)
54000,West Virginia,905,        Telecommunications,3285
54000,West Virginia,906,"        Data processing, hosting, and related services",1310
54000,West Virginia,907,        Other information services 3/,145
54000,West Virginia,1000,      Finance and insurance,27730
54000,West Virginia,1001,        Monetary Authorities-central bank,(D)
54000,West Virginia,1002,        Credit intermediation and related activities,9622
54000,West Virginia,1003,"        Securities, commodity contracts, and other financial investments and related activities",4529
54000,West Virginia,1004,        Insurance carriers and related activities,12960
54000,West Virginia,1005,"        Funds, trusts, and other financial vehicles",(D)
54000,West Virginia,1100,      Real estate and rental and leasing,27473
54000,West Virginia,1101,        Real estate,24311
54000,West Virginia,1102,        Rental and leasing services,3134
54000,West Virginia,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),28
54000,West Virginia,1200,"      Professional, scientific, and technical services",41083
54000,West Virginia,1300,      Management of companies and enterprises,7977
54000,West Virginia,1400,      Administrative and support and waste management and remediation services,45478
54000,West Virginia,1401,        Administrative and support services,42266
54000,West Virginia,1402,        Waste management and remediation services,3212
54000,West Virginia,1500,      Educational services,13442
54000,West Virginia,1600,      Health care and social assistance,127135
54000,West Virginia,1601,        Ambulatory health care services,47071
54000,West Virginia,1602,        Hospitals,39577
54000,West Virginia,1603,        Nursing and residential care facilities,18599
54000,West Virginia,1604,        Social assistance,21888
54000,West Virginia,1700,"      Arts, entertainment, and recreation",15512
54000,West Virginia,1701,"        Performing arts, spectator sports, and related industries",6776
54000,West Virginia,1702,"        Museums, historical sites, and similar institutions",394
54000,West Virginia,1703,"        Amusement, gambling, and recreation industries",8342
54000,West Virginia,1800,      Accommodation and food services,71416
54000,West Virginia,1801,        Accommodation,13283
54000,West Virginia,1802,        Food services and drinking places,58133
54000,West Virginia,1900,      Other services (except government and government enterprises),47301
54000,West Virginia,1901,        Repair and maintenance,11948
54000,West Virginia,1902,        Personal and laundry services,15589
54000,West Virginia,1903,"        Religious, grantmaking, civic, professional, and similar organizations",15819
54000,West Virginia,1904,        Private households,3945
54000,West Virginia,2000,    Government and government enterprises,153507
54000,West Virginia,2001,      Federal civilian,24116
54000,West Virginia,2002,      Military,8508
54000,West Virginia,2010,      State and local,120883
54000,West Virginia,2011,        State government,51033
54000,West Virginia,2012,        Local government,69850
55000,Wisconsin,,Employment by place of work,
55000,Wisconsin,10,Total employment (number of jobs),3753460
55000,Wisconsin,,By type,
55000,Wisconsin,20,  Wage and salary employment,3044352
55000,Wisconsin,40,  Proprietors employment,709108
55000,Wisconsin,50,    Farm proprietors employment,59576
55000,Wisconsin,60,    Nonfarm proprietors employment 2/,649532
55000,Wisconsin,,By industry,
55000,Wisconsin,70,  Farm employment,86560
55000,Wisconsin,80,  Nonfarm employment,3666900
55000,Wisconsin,90,    Private nonfarm employment,3231180
55000,Wisconsin,100,"      Forestry, fishing, and related activities",17385
55000,Wisconsin,101,        Forestry and logging,3905
55000,Wisconsin,102,"        Fishing, hunting and trapping",1256
55000,Wisconsin,103,        Support activities for agriculture and forestry,12224
55000,Wisconsin,200,"      Mining, quarrying, and oil and gas extraction",5430
55000,Wisconsin,201,        Oil and gas extraction,1107
55000,Wisconsin,202,        Mining (except oil and gas),4175
55000,Wisconsin,203,        Support activities for mining,148
55000,Wisconsin,300,      Utilities,9112
55000,Wisconsin,400,      Construction,186792
55000,Wisconsin,401,        Construction of buildings,43868
55000,Wisconsin,402,        Heavy and civil engineering construction,17344
55000,Wisconsin,403,        Specialty trade contractors,125580
55000,Wisconsin,500,      Manufacturing,500297
55000,Wisconsin,510,        Durable goods manufacturing,299651
55000,Wisconsin,511,          Wood product manufacturing,19327
55000,Wisconsin,512,          Nonmetallic mineral product manufacturing,11049
55000,Wisconsin,513,          Primary metal manufacturing,16373
55000,Wisconsin,514,          Fabricated metal product manufacturing,79642
55000,Wisconsin,515,          Machinery manufacturing,68689
55000,Wisconsin,516,          Computer and electronic product manufacturing,19319
55000,Wisconsin,517,"          Electrical equipment, appliance, and component manufacturing",25258
55000,Wisconsin,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",18684
55000,Wisconsin,519,          Other transportation equipment manufacturing,7482
55000,Wisconsin,521,          Furniture and related product manufacturing,15617
55000,Wisconsin,522,          Miscellaneous manufacturing,18211
55000,Wisconsin,530,        Nondurable goods manufacturing,200646
55000,Wisconsin,531,          Food manufacturing,76787
55000,Wisconsin,532,          Beverage and tobacco product manufacturing,5246
55000,Wisconsin,533,          Textile mills,1379
55000,Wisconsin,534,          Textile product mills,1949
55000,Wisconsin,535,          Apparel manufacturing,1253
55000,Wisconsin,536,          Leather and allied product manufacturing,1443
55000,Wisconsin,537,          Paper manufacturing,29328
55000,Wisconsin,538,          Printing and related support activities,29062
55000,Wisconsin,539,          Petroleum and coal products manufacturing,481
55000,Wisconsin,541,          Chemical manufacturing,19760
55000,Wisconsin,542,          Plastics and rubber products manufacturing,33958
55000,Wisconsin,600,      Wholesale trade,134174
55000,Wisconsin,700,      Retail trade,368950
55000,Wisconsin,701,        Motor vehicle and parts dealers,44515
55000,Wisconsin,702,        Furniture and home furnishings stores,8870
55000,Wisconsin,703,        Electronics and appliance stores,8110
55000,Wisconsin,704,        Building material and garden equipment and supplies dealers,27654
55000,Wisconsin,705,        Food and beverage stores,58189
