"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, not seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
10,Delaware,2015,10,"747,972   ","468,603   ",62.6   ,"446,987   ",59.8   ,"21,616   ",4.6   
11,District of Columbia,2015,10,"558,312   ","391,343   ",70.1   ,"365,449   ",65.5   ,"25,894   ",6.6   
12,Florida,2015,10,"16,359,839   ","9,632,032   ",58.9   ,"9,130,565   ",55.8   ,"501,467   ",5.2   
13,Georgia,2015,10,"7,793,180   ","4,775,257   ",61.3   ,"4,502,110   ",57.8   ,"273,147   ",5.7   
15,Hawaii,2015,10,"1,088,098   ","672,568   ",61.8   ,"651,039   ",59.8   ,"21,529   ",3.2   
16,Idaho,2015,10,"1,252,686   ","800,195   ",63.9   ,"772,320   ",61.7   ,"27,875   ",3.5   
17,Illinois,2015,10,"10,053,104   ","6,518,065   ",64.8   ,"6,145,599   ",61.1   ,"372,466   ",5.7   
18,Indiana,2015,10,"5,123,538   ","3,281,902   ",64.1   ,"3,139,181   ",61.3   ,"142,721   ",4.3   
19,Iowa,2015,10,"2,433,796   ","1,700,296   ",69.9   ,"1,645,604   ",67.6   ,"54,692   ",3.2   
20,Kansas,2015,10,"2,206,679   ","1,490,418   ",67.5   ,"1,436,151   ",65.1   ,"54,267   ",3.6   
21,Kentucky,2015,10,"3,446,768   ","1,968,863   ",57.1   ,"1,875,670   ",54.4   ,"93,193   ",4.7   
22,Louisiana,2015,10,"3,572,302   ","2,147,238   ",60.1   ,"2,019,388   ",56.5   ,"127,850   ",6.0   
23,Maine,2015,10,"1,091,521   ","681,948   ",62.5   ,"658,465   ",60.3   ,"23,483   ",3.4   
24,Maryland,2015,10,"4,702,143   ","3,150,165   ",67.0   ,"3,000,622   ",63.8   ,"149,543   ",4.7   
25,Massachusetts,2015,10,"5,514,458   ","3,560,580   ",64.6   ,"3,411,858   ",61.9   ,"148,722   ",4.2   
26,Michigan,2015,10,"7,891,238   ","4,770,391   ",60.5   ,"4,546,115   ",57.6   ,"224,276   ",4.7   
27,Minnesota,2015,10,"4,291,384   ","3,009,395   ",70.1   ,"2,918,571   ",68.0   ,"90,824   ",3.0   
28,Mississippi,2015,10,"2,279,626   ","1,265,911   ",55.5   ,"1,192,360   ",52.3   ,"73,551   ",5.8   
29,Missouri,2015,10,"4,738,752   ","3,069,141   ",64.8   ,"2,947,436   ",62.2   ,"121,705   ",4.0   
30,Montana,2015,10,"816,538   ","518,882   ",63.5   ,"499,352   ",61.2   ,"19,530   ",3.8   
31,Nebraska,2015,10,"1,443,714   ","1,008,281   ",69.8   ,"980,252   ",67.9   ,"28,029   ",2.8   
32,Nevada,2015,10,"2,247,078   ","1,413,609   ",62.9   ,"1,324,866   ",59.0   ,"88,743   ",6.3   
33,New Hampshire,2015,10,"1,090,823   ","742,949   ",68.1   ,"722,616   ",66.2   ,"20,333   ",2.7   
34,New Jersey,2015,10,"7,017,785   ","4,464,164   ",63.6   ,"4,245,078   ",60.5   ,"219,086   ",4.9   
35,New Mexico,2015,10,"1,612,408   ","937,298   ",58.1   ,"878,358   ",54.5   ,"58,940   ",6.3   
36,New York,2015,10,"15,723,968   ","9,542,145   ",60.7   ,"9,093,517   ",57.8   ,"448,628   ",4.7   
51000,New York city,2015,10,"6,805,591   ","4,102,118   ",60.3   ,"3,888,298   ",57.1   ,"213,820   ",5.2   
37,North Carolina,2015,10,"7,821,943   ","4,800,247   ",61.4   ,"4,542,658   ",58.1   ,"257,589   ",5.4   
38,North Dakota,2015,10,"580,431   ","411,400   ",70.9   ,"403,099   ",69.4   ,"8,301   ",2.0   
39,Ohio,2015,10,"9,133,509   ","5,704,816   ",62.5   ,"5,454,802   ",59.7   ,"250,014   ",4.4   
40,Oklahoma,2015,10,"2,978,053   ","1,839,751   ",61.8   ,"1,758,248   ",59.0   ,"81,503   ",4.4   
41,Oregon,2015,10,"3,230,282   ","2,003,261   ",62.0   ,"1,903,889   ",58.9   ,"99,372   ",5.0   
42,Pennsylvania,2015,10,"10,219,034   ","6,405,211   ",62.7   ,"6,096,648   ",59.7   ,"308,563   ",4.8   
44,Rhode Island,2015,10,"855,937   ","553,693   ",64.7   ,"525,495   ",61.4   ,"28,198   ",5.1   
45,South Carolina,2015,10,"3,837,718   ","2,281,975   ",59.5   ,"2,152,301   ",56.1   ,"129,674   ",5.7   
46,South Dakota,2015,10,"649,352   ","450,716   ",69.4   ,"439,310   ",67.7   ,"11,406   ",2.5   
47,Tennessee,2015,10,"5,171,670   ","3,056,648   ",59.1   ,"2,900,445   ",56.1   ,"156,203   ",5.1   
48,Texas,2015,10,"20,635,729   ","13,110,558   ",63.5   ,"12,533,367   ",60.7   ,"577,191   ",4.4   
49,Utah,2015,10,"2,153,768   ","1,470,018   ",68.3   ,"1,421,689   ",66.0   ,"48,329   ",3.3   
50,Vermont,2015,10,"514,643   ","342,237   ",66.5   ,"332,799   ",64.7   ,"9,438   ",2.8   
51,Virginia,2015,10,"6,505,965   ","4,195,755   ",64.5   ,"4,027,348   ",61.9   ,"168,407   ",4.0   
53,Washington,2015,10,"5,648,313   ","3,569,002   ",63.2   ,"3,383,015   ",59.9   ,"185,987   ",5.2   
54,West Virginia,2015,10,"1,478,113   ","781,960   ",52.9   ,"737,218   ",49.9   ,"44,742   ",5.7   
55,Wisconsin,2015,10,"4,550,282   ","3,093,760   ",68.0   ,"2,978,091   ",65.4   ,"115,669   ",3.7   
56,Wyoming,2015,10,"450,956   ","304,059   ",67.4   ,"291,725   ",64.7   ,"12,334   ",4.1   
01,Alabama,2015,11,"3,804,205   ","2,163,227   ",56.9   ,"2,039,426   ",53.6   ,"123,801   ",5.7   
02,Alaska,2015,11,"543,559   ","359,655   ",66.2   ,"335,746   ",61.8   ,"23,909   ",6.6   
04,Arizona,2015,11,"5,314,273   ","3,187,982   ",60.0   ,"3,009,438   ",56.6   ,"178,544   ",5.6   
05,Arkansas,2015,11,"2,302,880   ","1,332,057   ",57.8   ,"1,278,472   ",55.5   ,"53,585   ",4.0   
06,California,2015,11,"30,418,724   ","18,873,094   ",62.0   ,"17,799,573   ",58.5   ,"1,073,521   ",5.7   
037,Los Angeles County,2015,11,"8,023,161   ","4,981,085   ",62.1   ,"4,696,630   ",58.5   ,"284,455   ",5.7   
08,Colorado,2015,11,"4,265,810   ","2,830,840   ",66.4   ,"2,734,608   ",64.1   ,"96,232   ",3.4   
09,Connecticut,2015,11,"2,872,528   ","1,874,630   ",65.3   ,"1,779,319   ",61.9   ,"95,311   ",5.1   
10,Delaware,2015,11,"748,636   ","470,435   ",62.8   ,"450,537   ",60.2   ,"19,898   ",4.2   
11,District of Columbia,2015,11,"558,925   ","392,611   ",70.2   ,"367,475   ",65.7   ,"25,136   ",6.4   
12,Florida,2015,11,"16,390,193   ","9,608,411   ",58.6   ,"9,115,995   ",55.6   ,"492,416   ",5.1   
13,Georgia,2015,11,"7,803,978   ","4,785,798   ",61.3   ,"4,525,765   ",58.0   ,"260,033   ",5.4   
15,Hawaii,2015,11,"1,089,215   ","677,984   ",62.2   ,"656,153   ",60.2   ,"21,831   ",3.2   
16,Idaho,2015,11,"1,255,047   ","799,136   ",63.7   ,"767,414   ",61.1   ,"31,722   ",4.0   
17,Illinois,2015,11,"10,052,679   ","6,525,697   ",64.9   ,"6,146,742   ",61.1   ,"378,955   ",5.8   
18,Indiana,2015,11,"5,126,031   ","3,291,450   ",64.2   ,"3,142,723   ",61.3   ,"148,727   ",4.5   
19,Iowa,2015,11,"2,434,567   ","1,695,714   ",69.7   ,"1,640,818   ",67.4   ,"54,896   ",3.2   
20,Kansas,2015,11,"2,207,557   ","1,491,918   ",67.6   ,"1,438,435   ",65.2   ,"53,483   ",3.6   
21,Kentucky,2015,11,"3,448,223   ","1,982,120   ",57.5   ,"1,887,197   ",54.7   ,"94,923   ",4.8   
22,Louisiana,2015,11,"3,573,658   ","2,139,828   ",59.9   ,"2,017,577   ",56.5   ,"122,251   ",5.7   
23,Maine,2015,11,"1,091,781   ","676,253   ",61.9   ,"650,432   ",59.6   ,"25,821   ",3.8   
24,Maryland,2015,11,"4,703,419   ","3,144,093   ",66.8   ,"2,998,037   ",63.7   ,"146,056   ",4.6   
25,Massachusetts,2015,11,"5,517,455   ","3,568,515   ",64.7   ,"3,420,856   ",62.0   ,"147,659   ",4.1   
26,Michigan,2015,11,"7,893,924   ","4,766,885   ",60.4   ,"4,557,524   ",57.7   ,"209,361   ",4.4   
27,Minnesota,2015,11,"4,294,228   ","3,004,740   ",70.0   ,"2,912,509   ",67.8   ,"92,231   ",3.1   
28,Mississippi,2015,11,"2,280,150   ","1,271,520   ",55.8   ,"1,196,505   ",52.5   ,"75,015   ",5.9   
29,Missouri,2015,11,"4,740,291   ","3,057,258   ",64.5   ,"2,936,485   ",61.9   ,"120,773   ",4.0   
30,Montana,2015,11,"817,303   ","518,614   ",63.5   ,"497,351   ",60.9   ,"21,263   ",4.1   
31,Nebraska,2015,11,"1,444,707   ","1,007,841   ",69.8   ,"980,942   ",67.9   ,"26,899   ",2.7   
32,Nevada,2015,11,"2,250,798   ","1,415,037   ",62.9   ,"1,327,602   ",59.0   ,"87,435   ",6.2   
33,New Hampshire,2015,11,"1,091,486   ","744,813   ",68.2   ,"723,859   ",66.3   ,"20,954   ",2.8   
34,New Jersey,2015,11,"7,019,049   ","4,461,421   ",63.6   ,"4,250,010   ",60.5   ,"211,411   ",4.7   
35,New Mexico,2015,11,"1,613,099   ","940,962   ",58.3   ,"881,526   ",54.6   ,"59,436   ",6.3   
36,New York,2015,11,"15,724,614   ","9,518,769   ",60.5   ,"9,070,012   ",57.7   ,"448,757   ",4.7   
51000,New York city,2015,11,"6,806,490   ","4,096,012   ",60.2   ,"3,881,883   ",57.0   ,"214,129   ",5.2   
37,North Carolina,2015,11,"7,832,397   ","4,790,994   ",61.2   ,"4,532,030   ",57.9   ,"258,964   ",5.4   
38,North Dakota,2015,11,"580,401   ","407,772   ",70.3   ,"397,751   ",68.5   ,"10,021   ",2.5   
39,Ohio,2015,11,"9,135,710   ","5,708,467   ",62.5   ,"5,449,063   ",59.6   ,"259,404   ",4.5   
40,Oklahoma,2015,11,"2,979,533   ","1,842,122   ",61.8   ,"1,761,605   ",59.1   ,"80,517   ",4.4   
41,Oregon,2015,11,"3,235,936   ","2,006,618   ",62.0   ,"1,907,637   ",59.0   ,"98,981   ",4.9   
42,Pennsylvania,2015,11,"10,219,818   ","6,404,743   ",62.7   ,"6,098,725   ",59.7   ,"306,018   ",4.8   
44,Rhode Island,2015,11,"856,122   ","556,400   ",65.0   ,"526,698   ",61.5   ,"29,702   ",5.3   
45,South Carolina,2015,11,"3,843,514   ","2,270,296   ",59.1   ,"2,146,171   ",55.8   ,"124,125   ",5.5   
46,South Dakota,2015,11,"649,907   ","450,535   ",69.3   ,"438,131   ",67.4   ,"12,404   ",2.8   
47,Tennessee,2015,11,"5,176,184   ","3,057,375   ",59.1   ,"2,907,506   ",56.2   ,"149,869   ",4.9   
48,Texas,2015,11,"20,669,414   ","13,166,096   ",63.7   ,"12,586,402   ",60.9   ,"579,694   ",4.4   
49,Utah,2015,11,"2,158,202   ","1,474,436   ",68.3   ,"1,426,607   ",66.1   ,"47,829   ",3.2   
50,Vermont,2015,11,"514,646   ","342,578   ",66.6   ,"331,534   ",64.4   ,"11,044   ",3.2   
51,Virginia,2015,11,"6,510,797   ","4,185,082   ",64.3   ,"4,020,055   ",61.7   ,"165,027   ",3.9   
53,Washington,2015,11,"5,658,185   ","3,571,506   ",63.1   ,"3,373,248   ",59.6   ,"198,258   ",5.6   
54,West Virginia,2015,11,"1,477,506   ","776,596   ",52.6   ,"731,009   ",49.5   ,"45,587   ",5.9   
55,Wisconsin,2015,11,"4,551,826   ","3,096,098   ",68.0   ,"2,973,808   ",65.3   ,"122,290   ",3.9   
56,Wyoming,2015,11,"450,907   ","303,220   ",67.2   ,"289,406   ",64.2   ,"13,814   ",4.6   
01,Alabama,2015,12,"3,805,575   ","2,164,327   ",56.9   ,"2,038,411   ",53.6   ,"125,916   ",5.8   
02,Alaska,2015,12,"543,618   ","358,187   ",65.9   ,"333,918   ",61.4   ,"24,269   ",6.8   
04,Arizona,2015,12,"5,323,313   ","3,182,097   ",59.8   ,"3,010,313   ",56.5   ,"171,784   ",5.4   
05,Arkansas,2015,12,"2,303,916   ","1,328,127   ",57.6   ,"1,272,147   ",55.2   ,"55,980   ",4.2   
06,California,2015,12,"30,441,654   ","18,843,930   ",61.9   ,"17,789,541   ",58.4   ,"1,054,389   ",5.6   
037,Los Angeles County,2015,12,"8,027,019   ","4,970,990   ",61.9   ,"4,698,448   ",58.5   ,"272,542   ",5.5   
08,Colorado,2015,12,"4,272,755   ","2,835,677   ",66.4   ,"2,740,016   ",64.1   ,"95,661   ",3.4   
09,Connecticut,2015,12,"2,872,643   ","1,867,163   ",65.0   ,"1,772,957   ",61.7   ,"94,206   ",5.0   
10,Delaware,2015,12,"749,266   ","471,141   ",62.9   ,"451,477   ",60.3   ,"19,664   ",4.2   
11,District of Columbia,2015,12,"559,533   ","391,364   ",69.9   ,"367,413   ",65.7   ,"23,951   ",6.1   
12,Florida,2015,12,"16,419,638   ","9,617,369   ",58.6   ,"9,144,625   ",55.7   ,"472,744   ",4.9   
13,Georgia,2015,12,"7,814,017   ","4,810,139   ",61.6   ,"4,548,477   ",58.2   ,"261,662   ",5.4   
15,Hawaii,2015,12,"1,089,252   ","678,151   ",62.3   ,"659,170   ",60.5   ,"18,981   ",2.8   
16,Idaho,2015,12,"1,257,402   ","800,373   ",63.7   ,"767,968   ",61.1   ,"32,405   ",4.0   
17,Illinois,2015,12,"10,052,132   ","6,521,546   ",64.9   ,"6,133,103   ",61.0   ,"388,443   ",6.0   
18,Indiana,2015,12,"5,128,765   ","3,287,081   ",64.1   ,"3,139,140   ",61.2   ,"147,941   ",4.5   
19,Iowa,2015,12,"2,435,481   ","1,691,813   ",69.5   ,"1,628,110   ",66.8   ,"63,703   ",3.8   
20,Kansas,2015,12,"2,208,074   ","1,486,195   ",67.3   ,"1,432,818   ",64.9   ,"53,377   ",3.6   
21,Kentucky,2015,12,"3,449,468   ","1,988,186   ",57.6   ,"1,888,573   ",54.7   ,"99,613   ",5.0   
22,Louisiana,2015,12,"3,574,899   ","2,122,682   ",59.4   ,"2,006,351   ",56.1   ,"116,331   ",5.5   
23,Maine,2015,12,"1,092,052   ","676,058   ",61.9   ,"650,256   ",59.5   ,"25,802   ",3.8   
24,Maryland,2015,12,"4,704,315   ","3,135,323   ",66.6   ,"2,997,304   ",63.7   ,"138,019   ",4.4   
25,Massachusetts,2015,12,"5,520,574   ","3,568,343   ",64.6   ,"3,422,497   ",62.0   ,"145,846   ",4.1   
26,Michigan,2015,12,"7,896,904   ","4,772,433   ",60.4   ,"4,553,021   ",57.7   ,"219,412   ",4.6   
27,Minnesota,2015,12,"4,297,261   ","3,009,560   ",70.0   ,"2,896,765   ",67.4   ,"112,795   ",3.7   
28,Mississippi,2015,12,"2,280,547   ","1,278,623   ",56.1   ,"1,200,678   ",52.6   ,"77,945   ",6.1   
29,Missouri,2015,12,"4,741,808   ","3,057,797   ",64.5   ,"2,933,892   ",61.9   ,"123,905   ",4.1   
30,Montana,2015,12,"818,030   ","517,293   ",63.2   ,"494,638   ",60.5   ,"22,655   ",4.4   
31,Nebraska,2015,12,"1,445,628   ","1,004,415   ",69.5   ,"975,950   ",67.5   ,"28,465   ",2.8   
32,Nevada,2015,12,"2,254,336   ","1,411,960   ",62.6   ,"1,326,043   ",58.8   ,"85,917   ",6.1   
33,New Hampshire,2015,12,"1,092,183   ","743,839   ",68.1   ,"723,881   ",66.3   ,"19,958   ",2.7   
34,New Jersey,2015,12,"7,020,447   ","4,463,763   ",63.6   ,"4,258,454   ",60.7   ,"205,309   ",4.6   
35,New Mexico,2015,12,"1,613,558   ","939,375   ",58.2   ,"881,152   ",54.6   ,"58,223   ",6.2   
36,New York,2015,12,"15,725,505   ","9,528,453   ",60.6   ,"9,075,496   ",57.7   ,"452,957   ",4.8   
51000,New York city,2015,12,"6,807,622   ","4,099,711   ",60.2   ,"3,889,968   ",57.1   ,"209,743   ",5.1   
37,North Carolina,2015,12,"7,841,273   ","4,774,794   ",60.9   ,"4,527,888   ",57.7   ,"246,906   ",5.2   
38,North Dakota,2015,12,"580,217   ","406,884   ",70.1   ,"394,960   ",68.1   ,"11,924   ",2.9   
39,Ohio,2015,12,"9,138,262   ","5,696,517   ",62.3   ,"5,425,001   ",59.4   ,"271,516   ",4.8   
40,Oklahoma,2015,12,"2,980,868   ","1,831,101   ",61.4   ,"1,751,656   ",58.8   ,"79,445   ",4.3   
41,Oregon,2015,12,"3,241,680   ","1,999,913   ",61.7   ,"1,902,080   ",58.7   ,"97,833   ",4.9   
42,Pennsylvania,2015,12,"10,220,997   ","6,394,208   ",62.6   ,"6,091,224   ",59.6   ,"302,984   ",4.7   
44,Rhode Island,2015,12,"856,301   ","554,527   ",64.8   ,"525,946   ",61.4   ,"28,581   ",5.2   
45,South Carolina,2015,12,"3,848,779   ","2,272,151   ",59.0   ,"2,146,951   ",55.8   ,"125,200   ",5.5   
46,South Dakota,2015,12,"650,423   ","448,614   ",69.0   ,"434,976   ",66.9   ,"13,638   ",3.0   
47,Tennessee,2015,12,"5,180,503   ","3,061,706   ",59.1   ,"2,917,193   ",56.3   ,"144,513   ",4.7   
48,Texas,2015,12,"20,701,313   ","13,159,881   ",63.6   ,"12,605,220   ",60.9   ,"554,661   ",4.2   
49,Utah,2015,12,"2,162,585   ","1,474,769   ",68.2   ,"1,425,820   ",65.9   ,"48,949   ",3.3   
50,Vermont,2015,12,"514,657   ","342,122   ",66.5   ,"331,627   ",64.4   ,"10,495   ",3.1   
51,Virginia,2015,12,"6,513,182   ","4,180,922   ",64.2   ,"4,020,013   ",61.7   ,"160,909   ",3.8   
53,Washington,2015,12,"5,667,041   ","3,577,297   ",63.1   ,"3,373,241   ",59.5   ,"204,056   ",5.7   
54,West Virginia,2015,12,"1,476,986   ","773,294   ",52.4   ,"726,800   ",49.2   ,"46,494   ",6.0   
55,Wisconsin,2015,12,"4,553,556   ","3,093,567   ",67.9   ,"2,968,048   ",65.2   ,"125,519   ",4.1   
56,Wyoming,2015,12,"450,816   ","301,172   ",66.8   ,"286,700   ",63.6   ,"14,472   ",4.8   
01,Alabama,2016,01,"3,806,737   ","2,159,298   ",56.7   ,"2,022,264   ",53.1   ,"137,034   ",6.3   
02,Alaska,2016,01,"544,515   ","357,360   ",65.6   ,"330,707   ",60.7   ,"26,653   ",7.5   
04,Arizona,2016,01,"5,332,241   ","3,193,150   ",59.9   ,"3,015,439   ",56.6   ,"177,711   ",5.6   
05,Arkansas,2016,01,"2,304,763   ","1,314,436   ",57.0   ,"1,251,769   ",54.3   ,"62,667   ",4.8   
06,California,2016,01,"30,466,355   ","18,855,287   ",61.9   ,"17,741,085   ",58.2   ,"1,114,202   ",5.9   
037,Los Angeles County,2016,01,"8,031,155   ","4,971,906   ",61.9   ,"4,690,993   ",58.4   ,"280,913   ",5.7   
08,Colorado,2016,01,"4,280,284   ","2,838,987   ",66.3   ,"2,731,746   ",63.8   ,"107,241   ",3.8   
09,Connecticut,2016,01,"2,872,571   ","1,869,006   ",65.1   ,"1,755,544   ",61.1   ,"113,462   ",6.1   
10,Delaware,2016,01,"749,960   ","469,798   ",62.6   ,"446,390   ",59.5   ,"23,408   ",5.0   
11,District of Columbia,2016,01,"560,191   ","391,117   ",69.8   ,"365,310   ",65.2   ,"25,807   ",6.6   
12,Florida,2016,01,"16,448,996   ","9,640,735   ",58.6   ,"9,155,073   ",55.7   ,"485,662   ",5.0   
13,Georgia,2016,01,"7,825,048   ","4,823,546   ",61.6   ,"4,554,170   ",58.2   ,"269,376   ",5.6   
15,Hawaii,2016,01,"1,090,993   ","678,779   ",62.2   ,"657,895   ",60.3   ,"20,884   ",3.1   
16,Idaho,2016,01,"1,259,661   ","799,953   ",63.5   ,"759,856   ",60.3   ,"40,097   ",5.0   
17,Illinois,2016,01,"10,050,952   ","6,517,640   ",64.8   ,"6,082,566   ",60.5   ,"435,074   ",6.7   
18,Indiana,2016,01,"5,130,607   ","3,290,973   ",64.1   ,"3,123,984   ",60.9   ,"166,989   ",5.1   
19,Iowa,2016,01,"2,435,959   ","1,688,231   ",69.3   ,"1,612,557   ",66.2   ,"75,674   ",4.5   
20,Kansas,2016,01,"2,209,104   ","1,481,873   ",67.1   ,"1,419,487   ",64.3   ,"62,386   ",4.2   
21,Kentucky,2016,01,"3,450,760   ","1,980,991   ",57.4   ,"1,865,147   ",54.1   ,"115,844   ",5.8   
22,Louisiana,2016,01,"3,576,100   ","2,113,930   ",59.1   ,"1,979,233   ",55.3   ,"134,697   ",6.4   
23,Maine,2016,01,"1,092,165   ","673,448   ",61.7   ,"641,346   ",58.7   ,"32,102   ",4.8   
24,Maryland,2016,01,"4,705,523   ","3,130,439   ",66.5   ,"2,976,902   ",63.3   ,"153,537   ",4.9   
25,Massachusetts,2016,01,"5,522,865   ","3,569,557   ",64.6   ,"3,397,188   ",61.5   ,"172,369   ",4.8   
26,Michigan,2016,01,"7,898,555   ","4,757,620   ",60.2   ,"4,511,803   ",57.1   ,"245,817   ",5.2   
27,Minnesota,2016,01,"4,299,516   ","3,005,260   ",69.9   ,"2,869,786   ",66.7   ,"135,474   ",4.5   
28,Mississippi,2016,01,"2,281,016   ","1,266,258   ",55.5   ,"1,185,990   ",52.0   ,"80,268   ",6.3   
29,Missouri,2016,01,"4,742,971   ","3,055,233   ",64.4   ,"2,915,461   ",61.5   ,"139,772   ",4.6   
30,Montana,2016,01,"818,726   ","516,159   ",63.0   ,"488,520   ",59.7   ,"27,639   ",5.4   
31,Nebraska,2016,01,"1,446,517   ","998,867   ",69.1   ,"964,591   ",66.7   ,"34,276   ",3.4   
32,Nevada,2016,01,"2,257,929   ","1,410,023   ",62.4   ,"1,318,842   ",58.4   ,"91,181   ",6.5   
33,New Hampshire,2016,01,"1,092,728   ","745,909   ",68.3   ,"720,632   ",65.9   ,"25,277   ",3.4   
34,New Jersey,2016,01,"7,021,090   ","4,439,243   ",63.2   ,"4,206,811   ",59.9   ,"232,432   ",5.2   
35,New Mexico,2016,01,"1,614,274   ","931,411   ",57.7   ,"869,111   ",53.8   ,"62,300   ",6.7   
36,New York,2016,01,"15,724,712   ","9,548,351   ",60.7   ,"9,045,389   ",57.5   ,"502,962   ",5.3   
51000,New York city,2016,01,"6,809,094   ","4,113,450   ",60.4   ,"3,883,456   ",57.0   ,"229,994   ",5.6   
37,North Carolina,2016,01,"7,852,762   ","4,778,015   ",60.8   ,"4,517,409   ",57.5   ,"260,606   ",5.5   
38,North Dakota,2016,01,"580,211   ","406,504   ",70.1   ,"390,356   ",67.3   ,"16,148   ",4.0   
39,Ohio,2016,01,"9,139,320   ","5,663,985   ",62.0   ,"5,348,253   ",58.5   ,"315,732   ",5.6   
40,Oklahoma,2016,01,"2,982,272   ","1,824,503   ",61.2   ,"1,737,694   ",58.3   ,"86,809   ",4.8   
41,Oregon,2016,01,"3,246,888   ","1,998,783   ",61.6   ,"1,889,200   ",58.2   ,"109,583   ",5.5   
42,Pennsylvania,2016,01,"10,220,491   ","6,402,784   ",62.6   ,"6,049,251   ",59.2   ,"353,533   ",5.5   
44,Rhode Island,2016,01,"856,460   ","550,248   ",64.2   ,"515,537   ",60.2   ,"34,711   ",6.3   
45,South Carolina,2016,01,"3,854,849   ","2,271,576   ",58.9   ,"2,139,996   ",55.5   ,"131,580   ",5.8   
46,South Dakota,2016,01,"650,925   ","444,524   ",68.3   ,"429,676   ",66.0   ,"14,848   ",3.3   
47,Tennessee,2016,01,"5,184,655   ","3,066,420   ",59.1   ,"2,912,066   ",56.2   ,"154,354   ",5.0   
48,Texas,2016,01,"20,734,558   ","13,162,203   ",63.5   ,"12,577,252   ",60.7   ,"584,951   ",4.4   
49,Utah,2016,01,"2,166,840   ","1,475,615   ",68.1   ,"1,419,641   ",65.5   ,"55,974   ",3.8   
50,Vermont,2016,01,"514,579   ","342,529   ",66.6   ,"329,225   ",64.0   ,"13,304   ",3.9   
51,Virginia,2016,01,"6,518,557   ","4,183,902   ",64.2   ,"4,004,290   ",61.4   ,"179,612   ",4.3   
53,Washington,2016,01,"5,676,920   ","3,584,973   ",63.1   ,"3,365,154   ",59.3   ,"219,819   ",6.1   
54,West Virginia,2016,01,"1,476,141   ","775,190   ",52.5   ,"718,495   ",48.7   ,"56,695   ",7.3   
55,Wisconsin,2016,01,"4,554,468   ","3,089,551   ",67.8   ,"2,943,881   ",64.6   ,"145,670   ",4.7   
56,Wyoming,2016,01,"450,725   ","300,577   ",66.7   ,"282,598   ",62.7   ,"17,979   ",6.0   
01,Alabama,2016,02,"3,807,967   ","2,177,133   ",57.2   ,"2,041,196   ",53.6   ,"135,937   ",6.2   
02,Alaska,2016,02,"544,694   ","358,447   ",65.8   ,"330,812   ",60.7   ,"27,635   ",7.7   
04,Arizona,2016,02,"5,341,082   ","3,208,253   ",60.1   ,"3,039,249   ",56.9   ,"169,004   ",5.3   
05,Arkansas,2016,02,"2,305,721   ","1,330,392   ",57.7   ,"1,268,277   ",55.0   ,"62,115   ",4.7   
06,California,2016,02,"30,488,579   ","18,965,109   ",62.2   ,"17,873,477   ",58.6   ,"1,091,632   ",5.8   
037,Los Angeles County,2016,02,"8,034,589   ","5,015,079   ",62.4   ,"4,745,812   ",59.1   ,"269,267   ",5.4   
08,Colorado,2016,02,"4,287,348   ","2,859,080   ",66.7   ,"2,752,316   ",64.2   ,"106,764   ",3.7   
09,Connecticut,2016,02,"2,872,585   ","1,871,811   ",65.2   ,"1,761,072   ",61.3   ,"110,739   ",5.9   
10,Delaware,2016,02,"750,554   ","469,203   ",62.5   ,"446,337   ",59.5   ,"22,866   ",4.9   
11,District of Columbia,2016,02,"560,763   ","394,351   ",70.3   ,"368,605   ",65.7   ,"25,746   ",6.5   
12,Florida,2016,02,"16,477,329   ","9,698,138   ",58.9   ,"9,239,700   ",56.1   ,"458,438   ",4.7   
13,Georgia,2016,02,"7,835,135   ","4,855,938   ",62.0   ,"4,591,678   ",58.6   ,"264,260   ",5.4   
15,Hawaii,2016,02,"1,091,283   ","677,541   ",62.1   ,"657,554   ",60.3   ,"19,987   ",2.9   
16,Idaho,2016,02,"1,261,945   ","803,970   ",63.7   ,"766,036   ",60.7   ,"37,934   ",4.7   
17,Illinois,2016,02,"10,050,089   ","6,558,439   ",65.3   ,"6,130,779   ",61.0   ,"427,660   ",6.5   
18,Indiana,2016,02,"5,133,213   ","3,312,950   ",64.5   ,"3,142,692   ",61.2   ,"170,258   ",5.1   
19,Iowa,2016,02,"2,436,816   ","1,692,731   ",69.5   ,"1,621,514   ",66.5   ,"71,217   ",4.2   
20,Kansas,2016,02,"2,209,665   ","1,485,896   ",67.2   ,"1,423,147   ",64.4   ,"62,749   ",4.2   
21,Kentucky,2016,02,"3,452,009   ","1,995,748   ",57.8   ,"1,878,045   ",54.4   ,"117,703   ",5.9   
22,Louisiana,2016,02,"3,577,311   ","2,116,427   ",59.2   ,"1,993,713   ",55.7   ,"122,714   ",5.8   
23,Maine,2016,02,"1,092,382   ","674,762   ",61.8   ,"642,851   ",58.8   ,"31,911   ",4.7   
24,Maryland,2016,02,"4,706,420   ","3,133,571   ",66.6   ,"2,982,081   ",63.4   ,"151,490   ",4.8   
25,Massachusetts,2016,02,"5,525,843   ","3,583,412   ",64.8   ,"3,419,335   ",61.9   ,"164,077   ",4.6   
